Image Link,Title,Price,Subtitle,Text Preview,View Count
https://krisha-photos.kcdn.online/webp/5a/5abba260-636e-462f-8e34-34227222c867/29-400x300.jpg,2-комнатная квартира · 98 м² · 13/16 этаж · помесячно,180 000 〒,"Наурызбайский р-н, Жуалы","жил. комплекс Премьера, меблирована частично, Развитая инфраструктура, всё что необходимое в шаговой доступности",
https://krisha-photos.kcdn.online/webp/97/971cc03d-cc05-4b52-a26f-fc819c1e4f8d/1-400x300.jpg,2-комнатная квартира · 50 м² · 14/15 этаж · помесячно,270 000 〒,"Алмалинский р-н, Райымбека 210","жил. комплекс Auezov City, меблирована частично, Сдается стильная и уютная 2-комнатная квартира в ЖК Auezov City Адрес: пр. Райымбека, 210, Алмалинский район, город Алматы Площадь: 50 кв/м | Этаж: 14 из 15 Тип дома: монолитный | Потолки: 2.7 м Отопление: автономное | Лифт: пассажирский и грузов…",
https://krisha-photos.kcdn.online/webp/4b/4bb292a0-a94a-4f22-9370-112c7b73d2aa/9-400x300.jpg,1-комнатная квартира · 40 м² · 4/9 этаж · помесячно,180 000 〒,"Алмалинский р-н, Толе би 206 — Гагарина","меблирована полностью, Сдаётся 1-комнатная квартира на Толеби Розыбакиева! Лучшее предложение! Уютная, светлая 1-комнатная квартира Полностью меблирована Вся бытовая техника: холодильник, стиральная машина, плита, телевизор Чистый подъезд и спокойные соседи Преимущества: Отличное расположение: р…",
https://krisha-photos.kcdn.online/webp/90/90f4b489-14f6-467d-89c0-1ff31e59b547/1-400x300.jpg,1-комнатная квартира · 15 м² · 1/5 этаж · помесячно,140 000 〒,"Ауэзовский р-н, Утеген батыра 71а","меблирована полностью, Гранд парк. депозит 40тыс",
https://krisha-photos.kcdn.online/webp/30/30fcf219-b1e5-49ab-8439-85a4af6d5bae/1-400x300.jpg,2-комнатная квартира · 65 м² · 6/9 этаж · помесячно,350 000 〒,"Бостандыкский р-н, мкр Алмагуль, Жарокова 275","меблирована полностью, Квартира находится в очень хорошем районе. Во дворе детский сад, через дорогу парк, частная клиника, супермаркет сзади дома. Квартира в хорошем состоянии. Долгое время сдавалась семейной паре. Депозит 200 тысяч. Риелторов прошу не беспокоить",
https://krisha-photos.kcdn.online/webp/99/99813522-56e4-465c-aa32-a07c06e7e8f2/30-400x300.jpg,2-комнатная квартира · 64 м² · 10/19 этаж · помесячно,850 000 〒,"Бостандыкский р-н, Аль-Фараби 41","жил. комплекс Metropole, меблирована полностью, Сдается квартира на длительный срок в хорошие руки. Сделан дизайнерский свежий ремонт. Полностью оснащена всей необходимой дорогой новой техникой",
https://krisha-photos.kcdn.online/webp/59/59bcee0e-8ced-47f1-a201-83017cdbe6fe/1-400x300.jpg,2-комнатная квартира · 46 м² · 1/4 этаж · помесячно,270 000 〒,"Ауэзовский р-н, мкр №1 5 — Жубанова Саина","меблирована полностью, Сдаётся 2х комнатная квартира, полностью мебелированная, со всеми удобствами, чистая, аккуратная. Не более 3х человек. Рядом находится вся необходимая инфраструктура-рынок, Грэнд парк, поликлиника, школы, садики, остановки во все направления. Семейным, чистоплотным, бе…",
https://krisha-photos.kcdn.online/webp/bb/bba7db24-80cc-46ff-a792-446ba5027824/1-400x300.jpg,2-комнатная квартира · 65 м² · 14/20 этаж · помесячно,470 000 〒,"Бостандыкский р-н, Гагарина 310","жил. комплекс Комфорт Сити, меблирована полностью",
https://krisha-photos.kcdn.online/webp/05/05c43756-59db-41b4-95c8-22c3052989a2/1-400x300.jpg,2-комнатная квартира · 53 м² · 10/18 этаж · помесячно,380 000 〒,"Бостандыкский р-н, Жандосова","жил. комплекс RAMS CITY, меблирована полностью, 🔥Новый, после ремонта",
https://krisha-photos.kcdn.online/webp/b9/b9e6a25b-91ee-4e2c-a705-0c16599da695/1-400x300.jpg,1-комнатная квартира · 44 м² · 8/10 этаж · помесячно,220 000 〒,"Наурызбайский р-н, Кенесары хана 54","жил. комплекс Хан Тенгри, меблирована полностью, Свежий ремонт новая техника, экологический чистый район, в 10 минут езды от парка первого президента и мега центра!",
https://krisha-photos.kcdn.online/webp/d7/d7ab5fce-f8a5-4e63-a537-c00456698aa7/4-400x300.jpg,1-комнатная квартира · 36 м² · 10/13 этаж · помесячно,260 000 〒,"Алмалинский р-н, Шевченко 109","жил. комплекс Palladium, меблирована полностью",
https://krisha-photos.kcdn.online/webp/c6/c692d7ff-b72a-487f-9e2d-619ee313982b/1-400x300.jpg,2-комнатная квартира · 45 м² · 5/5 этаж · помесячно,210 000 〒,"Ауэзовский р-н, мкр Аксай-1 21 — Толе би Саина","меблирована полностью, Удобное расположение. Общественный транспорт в любую сторону. Дом сейсмоустойчивый. депозит 50000",
https://krisha-photos.kcdn.online/webp/6a/6ae66b79-d558-41b9-922b-aa16b20a3196/10-400x300.jpg,2-комнатная квартира · 65 м² · 4/5 этаж · помесячно,200 000 〒,"Турксибский р-н, Чернышевского 25/3 13 — Сейфуллина","меблирована полностью, Сдается полноценная двух (2) комнатная квартира долгий срок. В квартире иммется всё для проживание. 1. Спальная комната: диван раскладушка размером двухспальной кровати, шифонер, клем, шторы, стол для компьютера, матрацы и корпешки. 2. Детская комната: две кровати для де…",
https://krisha-photos.kcdn.online/webp/e1/e1b6b215-93cd-4e18-b546-6bb6346b1139/6-400x300.jpg,1-комнатная квартира · 35 м² · 1/5 этаж · помесячно,165 000 〒,"Алмалинский р-н, Абая 163 — Угол Розыбакиева","меблирована полностью, Сдам 1-комнатную квартиру 📍 Район: Абая – Розыбакиева 🏠 Этаж: цокольный 💰 Цена: 165 000 тг/мес 🔹 Депозит: 70 000 тг (возвратный) 🔹 Развитая инфраструктура: рядом школы, садики, магазины, базар, оптовка. Все вопросы по телефону/Whatап",
https://krisha-photos.kcdn.online/webp/8b/8b2d7f79-20d9-4b94-bb40-1afd96d03694/1-400x300.jpg,2-комнатная квартира · 45 м² · 2/5 этаж · помесячно,250 000 〒,"Бостандыкский р-н, мкр Орбита-1 4 — Торайгырова Навои","меблирована полностью, Квартира в хорошем состоянии. Расположена во дворах. Полностью меблирована и вся техника. Рядом Мега центр, детсады, школа и мн до. Инфраструктура отличная",
https://krisha-photos.kcdn.online/webp/ac/ac497c4c-ffcd-4aea-97c5-1c75f514c092/1-400x300.jpg,1-комнатная квартира · 42 м² · 4/10 этаж · помесячно,180 000 〒,"Ауэзовский р-н, мкр Аксай-1 — Толе би - Саина","меблирована полностью, Квартира сдаётся с 16 апреля, на длительный срок, семейной паре без детей или двум девушкам или двум парням, в квартире сделан евроремонт, новая кровать, шкаф, комод, микроволновка. Депозит 80 тысяч тенге. С детьми и с животными прошу не беспокоить. Цена 180 тыс. + квартплат…",
https://krisha-photos.kcdn.online/webp/89/89ba6207-63ce-4b65-a012-0d106bf6ec58/1-400x300.jpg,2-комнатная квартира · 86 м² · 8/16 этаж · помесячно,350 000 〒,"Алмалинский р-н, Масанчи — Гоголя-Масанчи","жил. комплекс Евразия, меблирована полностью, Сдаётся прекрасная, светлая квартира со свежим ремонтом. Квартира находится в ЖК евразия, на пересечении улиц Гоголя-Масанчи. В шаговой доступности ТРЦ MEGA Park, супермаркет Магнум, садик, школа, кафе, рестораны. Закрытый двор с детской площадко…",
https://krisha-photos.kcdn.online/webp/97/973c8caa-c8ff-4200-a5fc-5e418b4ab7f6/1-400x300.jpg,2-комнатная квартира · 67 м² · 12 этаж · помесячно,320 000 〒,"Алмалинский р-н, Толе би","жил. комплекс Каусар, меблирована полностью, Чистая, уютная, просторная квартира. Имеется вся бытовая техника, телевизор, стиральная машинка, холодильник, морозильная камера, микроволновая печь, интернет. Во дворе магазины, салон красоты, рядом остановка, удобная развязка. Сдадим чистоплотным…",
https://krisha-photos.kcdn.online/webp/c2/c2a97509-3e12-4a76-bc70-345eecf1f303/3-400x300.jpg,1-комнатная квартира · 40 м² · помесячно,280 000 〒,"Турксибский р-н, мкр Жас Канат, Мкр Жас Канат Федосеева","жил. комплекс Suly’ Tan, меблирована полностью",
https://krisha-photos.kcdn.online/webp/d3/d34ed49e-fb1f-481b-80fb-3cc6ccb4e35a/1-400x300.jpg,3-комнатная квартира · 68.8 м² · 2/5 этаж · помесячно,320 000 〒,"Турксибский р-н, мкр Жулдыз-2 27а","меблирована полностью, Сдается 3-х комнатная квартира в тихом, благоустроенном районе, школа, ФОК (бассейн, единоборства), аллея, супермаРКет возле дома, перед двором есть паРКовочные места. Квартира оборудована для комфортного проживания, свежий ремонт, продуманные места для хранения вещей и од…",
https://krisha-photos.kcdn.online/webp/83/83f2a1ff-a4bd-42ad-9300-df85175d561b/7-400x300.jpg,1-комнатная квартира · 31 м² · 3/9 этаж · помесячно,220 000 〒,"Ауэзовский р-н, мкр Аксай-1А 7 — Толе би уг. Момышулы","меблирована полностью, 1) Свежий ремонт, никто не жил. 2) Сдается чистоплотным, не курящим, без вредных привычек, без животных. 3) Семейным людям или 1 человеку. 4) Подписывается договор. 5) Депозит 100000тг. 6) Аренда + коммунальные платежи",
https://krisha-photos.kcdn.online/webp/3b/3b7ecd2b-e1a6-44c3-8c3a-783f498a7bb9/12-400x300.jpg,2-комнатная квартира · 54 м² · 5/16 этаж · помесячно,350 000 〒,"Алмалинский р-н, Ауэзова 3а — Толеби Ауэзова","жил. комплекс ASSEM PLAZA, меблирована полностью, 2 изолированных комнат кухня отдельно, уютная светлая квартира, полностью меблированная, мебель техника вся новая, очень хорошая локация",
https://krisha-photos.kcdn.online/webp/15/15bfa0c8-202a-4ec4-9cb7-be996bb30d52/1-400x300.jpg,3-комнатная квартира · 82 м² · 9/9 этаж · помесячно,250 000 〒,"Турксибский р-н, мкр Жас Канат 336","меблирована частично, Квартира чистая, газ имеется. Оплата 250000т+ком. услуги. Семейной паре, порядочным людям. На долгий срок. Рядом школа гимназия #211, магазины, Нурлан баня. Оплата месяц вперед. Депозит есть 30 к",
https://krisha-photos.kcdn.online/webp/fa/fabdea2c-66ba-4ca5-867a-97dad5bbd4c6/1-400x300.jpg,2-комнатная квартира · 91 м² · 7/10 этаж · помесячно,300 000 〒,"Алатауский р-н, Райымбека 481 В — Азия Парка","меблирована полностью, Квартира уютная, чистая, светлая. Рядом Азия Парк, магазин, аптека, детская площадка, школа, детский сад",
https://krisha-photos.kcdn.online/webp/1c/1c05c3dc-d7e4-4698-ba7d-2882efbc4947/1-400x300.jpg,2-комнатная квартира · 46 м² · 5/20 этаж · помесячно,400 000 〒,"Бостандыкский р-н, Гагарина 310",жил. комплекс Комфорт Сити,
https://krisha-photos.kcdn.online/webp/1d/1d3ed7d6-e5d0-474e-9eda-068b9d265c8d/1-400x300.jpg,1-комнатная квартира · 49 м² · 10/10 этаж · помесячно,180 000 〒,"Наурызбайский р-н, мкр Шугыла, Алма-сити 5 7 — Ул.Алтын Орда","жил. комплекс Alma City, жил. площадь 29 м², кухня 12 м², меблирована полностью, Алма-сити 5 все рядом: школа детский сад. рынок Алтын-Орда будет метро пробьют ул Толе-би",
https://krisha-photos.kcdn.online/webp/1b/1b1df798-f940-4da6-a830-5bd006f1cab8/1-400x300.jpg,2-комнатная квартира · 70 м² · 4/10 этаж · помесячно,280 000 〒,"Турксибский р-н, мкр Кайрат, ​24-я улица 501 — Рядом ЖК Жас Канат (СулуТан) мрн. Кайрат","жил. комплекс Time City, меблирована полностью, ЕВРОремонт, квартира новая, светлая, чистая квартира после капитального ремонта. сдается на длительный срок, квартира в отличном состоянии! В ближайшей доступности торгово-развлекательный центр АПОРТ, самый большой Кинотеатр, кафе, магазины, са…",
https://krisha-photos.kcdn.online/webp/4f/4f53321a-29f4-4483-b152-0dfaeee1f322/18-400x300.jpg,1-комнатная квартира · 70 м² · 19/20 этаж · помесячно,700 000 〒,"Бостандыкский р-н, Гагарина 310 — Аль-Фараби","жил. комплекс Комфорт Сити, меблирована полностью, Шикарная студия, 70 КВ/М с витражными окнами! С дизайнерским ремонтом. Новая, не разу не сдавалась. Вся мебель новая, высокоскоростной WIFI, имеется вся необходимая техника, тв, кондиционер, водяной фильтр, пылесос, утюг, посуда и тп., все но…",
https://krisha-photos.kcdn.online/webp/28/28843a49-ccb7-493f-8e82-d7c6d37394ec/1-400x300.jpg,1-комнатная квартира · 40 м² · 9/9 этаж · помесячно,200 000 〒,"Бостандыкский р-н, Розыбакиева — Аль-Фараби","меблирована полностью, Срочно! Отличный район. сдается впервые. Без депозитов. Район ТРЦ Мега. Услуги риэлтора",
https://krisha-photos.kcdn.online/webp/27/2791fce3-52a2-404a-9463-1a4cbc499ff5/1-400x300.jpg,2-комнатная квартира · 50 м² · 3 этаж · помесячно,400 000 〒,"Бостандыкский р-н, Тургут Озала 237 — Абая Тургут Озала","жил. комплекс Кристалл, меблирована полностью, Сдам в аренду квартиру 2 комнату. Меблированная. Комфорт +",
https://krisha-photos.kcdn.online/webp/0d/0d4f2a9d-bf88-4db4-a10f-fd790c6703b7/1-400x300.jpg,1-комнатная квартира · 27 м² · 10/10 этаж · помесячно,165 000 〒,"Наурызбайский р-н, мкр Шугыла, Жунисова 14/7 — Магнума по Толе би","жил. комплекс Alma City, меблирована полностью, Сдам квартиру без комиссии с 15 Марта в отличном состоянии, НА ДОЛГИЙ СРОК, Алма сити ул. Жунисова дом 14 . полностью мебелированная, имеет всю технику, фотографии соответствуют, находится на последнем 10-м этаже, есть кондиционер. Имеется депози…",
https://krisha-photos.kcdn.online/webp/22/22175566-2679-4e72-9137-a5165de84796/1-400x300.jpg,1-комнатная квартира · 39.3 м² · 5/5 этаж · помесячно,180 000 〒,"Жетысуский р-н, мкр Айнабулак-3 — Палладина","меблирована полностью, Квартира только после ремонта. для тех кто любит комфорт и уют. отличное месторасположение: находится рядом с супермаркетами, остановкой, но в то же время окна выходят во двор",
https://krisha-photos.kcdn.online/webp/d6/d6943231-b31f-4529-a9a7-fa9fb63070d2/1-400x300.jpg,4-комнатная квартира · 135 м² · 7/10 этаж · помесячно,850 000 〒,"Бостандыкский р-н, мкр Керемет 6 — Тимирязева - Наурызбай Батыра","жил. комплекс Керемет, меблирована полностью, Чистая, аккуратная квартира. Дорогой ремонт, авторский дизайн. Кондиционеры во всех комнатах Шторы, ковры - все новое Дом расположен окнами спален в зеленый, цветущий парк летом Уютный, чистый и спокойный двор Рядом вся инфраструктура - большой торговы…",
https://krisha-photos.kcdn.online/webp/76/76da1d47-3991-4d15-bcd9-8b2cefefb81f/35-400x300.jpg,2-комнатная квартира · 60 м² · 1/9 этаж · помесячно,300 000 〒,"Ауэзовский р-н, мкр Сайран","меблирована полностью, Квартира со свежим ремонтом, очень в хорошем расположении, 1 этаж очень удобно! Закрытый двор. Все вопросы по телефону!",
https://krisha-photos.kcdn.online/webp/1c/1cf356ac-396f-4b5b-9cbe-bda7c19907b9/2-400x300.jpg,1-комнатная квартира · 34 м² · 2/12 этаж · помесячно,180 000 〒,"Алатауский р-н, мкр Акбулак, Сейдоллы Байтерекова 53 — Момыш улы","меблирована полностью, Отличное предложение! 1 ком квартира. Для комфортного проживания-светлая, чистая, тихая, теплая, уютная, ухоженная. Сдаётся впервые. 🔴 БЕЗ КОМИССИИ от агенства. 🔴Предусмотрен страховой депозит/студентам не сдаём/ 🔹Удачное расположение, 2 этаж, с окон -открывается красивый вид…",
https://krisha-photos.kcdn.online/webp/be/be3af547-020f-4ccf-bb40-7ad842d650d8/1-400x300.jpg,2-комнатная квартира · 54 м² · 17/18 этаж · помесячно,400 000 〒,"Ауэзовский р-н, мкр Сайран, Утеген батыра 11 — Толе би Утеген батыра","жил. комплекс Everest, меблирована полностью, Сдается шикарная 2-х комнатная квартира с дизайнерским ремонтом Жк Everest. Я хозяйка. Субаренда не беспокоит Квартира сдается первый раз! В квартире все новое. Вся мебель и техника новые. Шикарный вид из окна, горы, город в целом. Красивый уютн…",
https://krisha-photos.kcdn.online/webp/df/df4dd29e-d853-46e8-97ff-071fb165a68f/1-400x300.jpg,1-комнатная квартира · 33 м² · 1/5 этаж · помесячно,160 000 〒,"Алмалинский р-н, мкр Тастак-2, Дуйсенова 111","меблирована полностью, Квартира в удобном и тихом месте. Оплата за первый и последний месяц при заезде - 320 000 тысяч. Это обязательно. Квартира хорошая, пишите звоните",
https://krisha-photos.kcdn.online/webp/bc/bc94de68-7a05-4a1e-95c1-4a4d976424b3/1-400x300.jpg,2-комнатная квартира · 50 м² · 2/4 этаж · помесячно,330 000 〒,"Алмалинский р-н, Манаса 7 — Абая - Манаса","меблирована полностью, Возвратный депозит, желательно на долгий срок, без животных",
https://krisha-photos.kcdn.online/webp/58/58568a21-cac1-4656-b4ab-5d0bad6d8db0/4-400x300.jpg,3-комнатная квартира · 69 м² · 3/5 этаж · помесячно,250 000 〒,"Ауэзовский р-н, мкр Аксай-2А, Мкр Аксай-2 1 — Толе би Саина","меблирована полностью, . В мазин на 1 этаж, Магнум, Технодом, и многое др. садаки, школы. кулинария супер. Мак Дак бывший, донеры, блины, ИТ. Удобно ехать, что верх, что низ города. Риэлтору вы не платите комиссию. Я сам хозяин",
https://krisha-photos.kcdn.online/webp/57/576c4e5f-aa8d-4b47-964c-61f051962374/41-400x300.jpg,2-комнатная квартира · 62 м² · 8/10 этаж · помесячно,210 000 〒,"Наурызбайский р-н, мкр Шугыла, Жунисова 12 — Напротив Елисейские поля","жил. комплекс Alma City, меблирована полностью, Сдается двухкомнатная квартира в новостройке ЖК «Алма Сити», 2018г.в р-не Апорта, Калкамана в одном из самых экологически чистых районов г. Алматы. Аренда в месяц 200000тыс. тнг., отдельно комуслуги, депозит 50тыс. тнг. Жилой комплекс «Alma City» -…",
https://krisha-photos.kcdn.online/webp/02/029d4129-e9c8-4dc2-af4f-7b23ff281dfe/1-400x300.jpg,1-комнатная квартира · 24 м² · 2/2 этаж · помесячно,100 000 〒,"Алатауский р-н, мкр Улжан-1, Мкр Улжан-1, улица Балкудык 9","меблирована частично, Индивидуальный санузел: душ, унитаз, раковина. Диван, стол, стуля, кухонный гарнитур. Коммунальные услуги оплачиваются отдельно",
https://krisha-photos.kcdn.online/webp/12/121342e0-e615-43f6-9a8d-88f4fc87517a/72-400x300.jpg,3-комнатная квартира · 160 м² · 2/6 этаж · помесячно,950 000 〒,"Бостандыкский р-н, Санаторная 18 — Сыргабекова","жил. комплекс Байсал, меблирована полностью, Сдается просторная 3-комнатная квартира в элитном ЖК Байсал! Предлагаем вам стильную и комфортную 3-комнатную квартиру с продуманной планировкой в одном из самых престижных жилых комплексов города — ЖК “Байсал”, расположенном выше проспекта Аль-Фараби…",
https://krisha-photos.kcdn.online/webp/69/694b378f-723b-4b0d-896f-42398aa5b0d9/1-400x300.jpg,2-комнатная квартира · 54 м² · 7/7 этаж · помесячно,200 000 〒,"Медеуский р-н, мкр Думан-2, Раймбек батыра — ЖК Бесагаш","Квартира находится в ЖК Бесагаш, сдаётся только семейным, предусмотрен депозит, если не доступен, пишите. или звоните, сеть плохо ловит",
https://krisha-photos.kcdn.online/webp/2b/2bc40b3d-deb5-4323-bd1d-0589066548b9/1-400x300.jpg,1-комнатная квартира · 64 м² · 9/12 этаж · помесячно,380 000 〒,"Бостандыкский р-н, Розыбакиева 247 — Mega Alma-Ata","жил. комплекс Вавилон, жил. площадь 56 м², кухня 8 м², меблирована полностью, Если Вы цените время и у Вас хороший вкус - то Вам к нам! Прекрасный вид из окна на горы Заилийского Алатау, возможность заняться йогой с видом на горы на огромной лоджии с витражными окнами, ухоженный двор, в шагов…",
https://krisha-photos.kcdn.online/webp/0a/0a01cc95-09e2-448c-9f0c-a50c1d33327a/1-400x300.jpg,3-комнатная квартира · 115 м² · 8/17 этаж · помесячно,950 000 〒,"Бостандыкский р-н, Радостовца 280","жил. комплекс 4YOU, меблирована полностью, Сдается 3- х комнатная квартира, ранее не сдавалась в аренду, свежий ремонт, новая мебель, сантехника премиального качества. Отличное местоположение, дом бизнес класса",
https://krisha-photos.kcdn.online/webp/ee/ee8e5fba-e0c9-490f-8da1-8ec5a87a04be/1-400x300.jpg,2-комнатная квартира · 74 м² · 6/12 этаж · помесячно,450 000 〒,"Алмалинский р-н, Айтиева","жил. комплекс SIRIUS, меблирована полностью, Свежий ремонт. В аренду не сдавалась. Сдается на длительный срок. Коммунальные услуги оплачиваются отдельно + депозит в размере месячной арендной платы",
https://krisha-photos.kcdn.online/webp/3e/3eb68aaf-e375-41d5-af87-5ba4b284f2ec/25-400x300.jpg,2-комнатная квартира · 56 м² · 3/6 этаж · помесячно,250 000 〒,"Наурызбайский р-н, Жунисова 10 — Толе би- Жунисова","жил. комплекс Alma City, меблирована полностью, Сдам в аренду уютную 2 х комнатную квартиру. Квартира теплая зимой, сухая, рядом Магнум, садик, школа, магазины, остановка, на долгий срок, плюс ком услуги, есть депозит возвратный 50000 тенге",
https://krisha-photos.kcdn.online/webp/68/68b252f2-f603-46a7-8639-31ebf38469d3/16-400x300.jpg,2-комнатная квартира · 30 м² · помесячно,130 000 〒,"Жетысуский р-н, 2 Гончарная 143 л","меблирована частично, Сдам 2 х комнатную комнату в общежитие. Душ туалет внутри, стиральная машина, холодильник, газ! очень теплый, 130 +квартплата. Депозит 50 тыс возвратный. По всем вопросам или звонить! Здесь смс не читаю",
https://krisha-photos.kcdn.online/webp/75/75216334-65ff-4bd5-8631-f00d6e7fa6df/8-400x300.jpg,2-комнатная квартира · 58 м² · 10/15 этаж · помесячно,370 000 〒,"Медеуский р-н, Гоголя 20 — Гоголя Каирбекова","жил. комплекс Central Park Residence, меблирована полностью, Уютная квартира с красивым видом на парк и горы. На долгий срок семейным",
https://krisha-photos.kcdn.online/webp/f6/f67ac51f-74d8-4ee4-aa44-d7f5dcdbe422/9-400x300.jpg,2-комнатная квартира · 50 м² · 13/13 этаж · помесячно,400 000 〒,"Алмалинский р-н, Толе би 189/3 — Жарокова","жил. комплекс Nomad, меблирована полностью, Новая квартира с качественным современным ремонтом. Новый Качественный ортопедический матрац. Удобные вместительные шкафы. Встроенная техника. Новая мебель. Посуда, ТВ, картины, красивые вазы, подсветка для зоны кухни и ТВ. Гладилка, сушилка. В каждой…",
